transaction_id,purchase_date,customer_id,gender,age_group,marketing_channel,product_category,device_type,session_duration_min,email_opens_last_30d,click_through_rate,repeat_customer,quantity,purchase_amount_usd
T100772,2025-09-25,C1075,Female,45-54,Social,Fitness,Desktop,11.1,3,0.104,1,2,198.25
T100773,2025-02-23,C1301,Male,45-54,Email,Beauty,Mobile,5.6,1,0.076,0,1,56.43
T100774,2025-08-24,C1288,Female,25-34,Email,Fashion,Mobile,7.1,1,0.121,1,1,113.65
T100775,2025-08-10,C1000,Male,25-34,Organic Search,Electronics,Desktop,4.7,4,0.054,1,1,235.51
T100776,2025-09-08,C1146,Female,18-24,Organic Search,Fitness,Mobile,3.1,1,0.078,0,1,124.02
T100777,2025-11-09,C1286,Male,35-44,Email,Fashion,Mobile,8.0,7,0.054,0,1,94.41
T100778,2025-04-22,C1141,Male,55+,Paid Search,Electronics,Desktop,2.7,6,0.131,1,1,232.45
T100779,2025-09-12,C1052,Female,18-24,Email,Home,Mobile,7.1,1,0.083,1,1,75.95
T100780,2025-10-30,C1303,Male,35-44,Organic Search,Electronics,Desktop,7.1,2,0.052,1,3,845.33
T100781,2025-07-26,C1068,Female,35-44,Paid Search,Beauty,Mobile,3.7,2,0.055,1,1,
T100782,2025-08-17,C1089,Female,35-44,Organic Search,Fitness,Mobile,3.3,2,0.097,1,2,232.73
T100783,2025-12-07,C1219,Female,25-34,Social,Home,Desktop,4.6,1,0.027,0,2,178.13
T100784,2025-03-07,C1191,Female,25-34,Paid Search,Home,Mobile,4.9,2,0.077,0,2,158.39
T100785,2025-03-16,C1062,Female,18-24,Referral,Electronics,Mobile,2.7,3,0.056,0,1,164.82
T100786,2025-04-13,C1072,Male,25-34,Organic Search,Home,Mobile,3.7,1,0.077,0,2,244.22
T100787,2025-07-11,C1160,Male,18-24,Organic Search,Electronics,Mobile,6.7,2,0.085,0,1,155.23
T100788,2025-09-09,C1168,Male,35-44,Social,Fashion,Mobile,11.5,2,0.079,1,1,83.4
T100789,2025-08-14,C1088,Female,18-24,Social,Electronics,Mobile,9.0,0,0.074,1,1,181.65
T100790,2025-10-21,C1175,Female,45-54,Organic Search,Fashion,Mobile,6.9,1,0.087,0,2,160.66
T100791,2025-11-02,C1268,Female,35-44,Paid Search,Beauty,Mobile,9.3,5,0.134,1,1,62.25
T100792,2025-04-08,C1072,Female,35-44,Email,Home,Desktop,9.4,3,0.12,0,1,72.96
T100793,2025-12-04,C1244,Male,25-34,Email,Fitness,Desktop,5.7,2,0.072,0,2,188.58
T100794,2025-10-13,C1076,Female,35-44,Paid Search,Beauty,Mobile,7.1,5,0.104,1,3,91.72
T100795,2025-12-01,C1158,Male,55+,Paid Search,Beauty,Desktop,8.9,4,0.102,1,1,61.56
T100796,2025-12-13,,Male,18-24,Paid Search,Electronics,Desktop,9.3,0,0.071,0,1,262.31
T100797,2025-11-04,C1097,Female,25-34,Email,Home,Mobile,9.3,3,0.081,0,1,63.62
T100798,2025-09-06,C1101,Male,45-54,Social,Electronics,Desktop,3.9,2,0.098,1,1,192.52
T100799,2025-06-15,C1131,Male,18-24,Referral,Electronics,Mobile,9.4,5,0.06,0,1,206.1
T100800,2025-12-01,C1101,Male,18-24,Referral,electronics,Desktop,11.1,5,0.075,0,1,85.72
T100801,2025-01-30,C1018,Male,25-34,Organic Search,Electronics,Mobile,10.2,1,0.076,1,1,171.17
T100802,2025-09-04,C1081,Male,18-24,Social,Electronics,Mobile,3.8,4,0.074,0,3,403.98
T100803,2025-04-16,C1278,Female,35-44,Referral,Electronics,Desktop,3.2,5,0.073,0,1,195.64
T100804,2025-02-20,C1128,Female,25-34,Paid Search,Electronics,Mobile,7.7,6,0.095,0,1,248.88
T100805,2025-03-22,C1309,Female,45-54,Paid Search,Electronics,Mobile,10.2,2,0.083,1,2,481.5
T100806,2025-05-13,C1088,Male,45-54,Referral,Fashion,Desktop,7.1,3,0.101,1,1,73.37
T100807,2025-10-12,C1212,Female,35-44,Organic Search,Electronics,Mobile,5.9,2,0.158,0,1,193.86
T100808,2025-05-18,C1142,Non-binary,35-44,Organic Search,Fitness,Desktop,6.3,8,0.066,0,2,170.11
T100809,2025-07-03,C1064,Male,45-54,Email,Electronics,Desktop,9.1,3,0.089,0,1,165.66
T100810,2025-11-26,C1075,Female,25-34,Email,Fashion,Mobile,5.7,5,0.097,0,1,87.5
T100811,2025-09-30,C1198,Female,45-54,Social,Electronics,Mobile,7.7,4,0.115,0,1,97.99
T100812,2025-12-06,C1142,Male,45-54,Organic Search,Fashion,Desktop,6.2,8,0.095,1,1,93.94
T100813,2025-03-10,C1315,Male,45-54,Paid Search,Fitness,Mobile,4.3,3,0.049,0,1,103.23
T100814,2025-02-03,C1092,Male,35-44,Email,Electronics,Desktop,4.1,5,0.062,0,2,369.38
T100815,2025-09-19,C1304,Female,25-34,Organic Search,Fashion,Mobile,7.8,3,0.086,0,1,81.2
T100816,2025-02-22,C1223,Female,25-34,Organic Search,Beauty,Mobile,0.3,5,0.061,0,1,51.66
T100817,2025-07-24,C1290,Female,45-54,Email,Electronics,Mobile,7.7,3,0.038,0,1,162.02
T100818,2025-05-06,C1101,Female,18-24,Referral,Fashion,Desktop,6.1,2,0.058,0,3,179.66
T100819,2025-08-23,C1266,Male,45-54,Email,Fashion,Mobile,8.9,3,0.058,1,4,513.81
T100820,2025-02-12,C1109,Male,25-34,Paid Search,Beauty,Mobile,8.0,5,0.052,1,1,55.06
T100821,2025-08-28,C1264,Male,18-24,Social,Home,Mobile,6.6,2,0.158,0,2,277.62
T100822,2025-04-21,C1002,Male,18-24,Paid Search,Fashion,Mobile,3.8,3,0.091,1,2,147.11
T100823,2025-09-06,C1084,Male,18-24,Social,Fitness,Mobile,4.0,1,0.085,0,1,104.07
T100824,2025-05-31,C1281,Male,35-44,Social,Fashion,Mobile,4.9,5,0.11,0,1,98.1
T100825,2025-07-02,C1303,Female,25-34,Social,Fitness,Mobile,8.7,1,0.136,1,1,116.44
T100826,2025-12-02,C1116,Non-binary,55+,Email,Electronics,Mobile,10.9,3,0.094,0,2,410.4
T100827,2025-04-05,C1220,Female,35-44,Email,Fashion,Mobile,7.3,2,0.113,1,2,237.07
T100828,2025-01-08,C1153,Non-binary,18-24,Paid Search,Electronics,Desktop,5.0,5,0.067,1,2,458.79
T100829,2025-12-26,C1152,Male,35-44,Organic Search,Electronics,Desktop,5.3,6,0.055,1,1,249.28
T100830,2025-07-03,C1011,Female,45-54,Social,Beauty,Mobile,5.4,1,0.109,1,1,56.71
T100831,2025-10-08,C1132,Male,45-54,Social,Beauty,Mobile,9.1,6,0.109,0,2,101.57
T100832,2025-07-14,C1303,Male,18-24,Social,Electronics,Mobile,5.4,3,0.106,1,2,202.61
T100833,2025-12-18,C1292,Male,45-54,Referral,Fashion,Desktop,6.4,4,0.086,1,1,82.41
T100834,2025-07-14,C1299,Male,45-54,Social,Home,Mobile,9.9,2,0.059,1,2,151.73
T100835,2025-06-04,C1227,Non-binary,18-24,Paid Search,Home,Mobile,5.1,4,0.068,0,1,104.74
T100836,2025-04-03,C1270,Female,18-24,Paid Search,Fashion,Desktop,7.9,3,0.117,1,2,78.07
T100837,2025-06-09,C1042,Female,35-44,Social,Home,Mobile,8.8,2,0.064,0,1,121.47
T100838,2025-03-02,C1301,Non-binary,18-24,Email,Electronics,Mobile,6.7,3,0.088,1,1,192.63
T100839,2025-05-02,C1020,Male,45-54,Email,Electronics,Mobile,11.4,2,0.059,0,2,273.37
T100840,2025-02-20,C1106,Female,25-34,Organic Search,Fashion,Desktop,10.7,4,0.076,1,1,91.31
T100841,2025-10-04,C1302,Female,55+,Social,Electronics,Mobile,7.2,0,0.05,0,2,389.92
T100842,2025-01-05,C1116,Male,35-44,Email,Home,Desktop,4.5,1,0.08,0,1,139.56
T100843,2025-04-02,C1123,Non-binary,25-34,Social,Beauty,Desktop,4.6,2,0.068,0,2,103.99
T100844,2025-06-19,C1280,Male,18-24,Social,Beauty,Mobile,7.0,1,0.031,0,3,106.51
T100845,2025-11-13,C1291,Male,35-44,Organic Search,Electronics,Mobile,3.8,3,0.102,0,1,221.28
T100846,2025-01-22,C1202,Female,45-54,Email,Beauty,Mobile,7.2,2,0.1,0,1,35.2
T100847,2025-11-22,C1050,Female,45-54,Email,Home,Desktop,10.7,2,0.084,1,1,98.65
T100848,2025-01-01,C1270,Male,25-34,Social,Fashion,Desktop,6.7,2,0.048,1,1,97.98
T100849,2025-05-13,,Female,25-34,Social,Electronics,Mobile,6.5,0,0.049,1,1,266.17
T100850,2025-08-21,C1276,Female,18-24,Referral,Home,Desktop,8.6,4,0.152,0,2,153.5
T100851,2025-01-12,C1140,Female,35-44,Organic Search,Home,Mobile,7.8,5,0.005,0,3,276.74
T100852,2025-12-12,C1274,Male,18-24,Email,Home,Mobile,3.6,5,0.049,0,2,195.77
T100853,2025-02-15,C1289,Non-binary,25-34,Email,Fitness,Desktop,5.4,7,0.146,1,1,108.93
T100854,2025-02-03,C1051,Female,35-44,Social,Electronics,Desktop,11.2,2,0.156,1,2,542.06
T100855,2025-03-19,C1026,Male,55+,Email,Electronics,Mobile,7.3,4,0.133,0,2,311.51
T100856,2025-08-06,C1156,Male,25-34,Paid Search,Fitness,Desktop,4.0,3,0.098,0,1,81.77
T100857,2025-10-28,C1238,,25-34,Organic Search,Beauty,Tablet,,1,0.063,1,1,62.22
T100858,2025-03-14,C1155,Female,35-44,Email,Home,Desktop,2.0,4,0.032,1,1,99.69
T100859,2025-10-09,C1290,Male,35-44,Paid Search,Electronics,Desktop,1.9,1,0.094,1,2,575.6
T100860,2025-09-06,C1135,Female,25-34,Paid Search,Electronics,Desktop,9.0,1,0.059,1,1,226.41
T100861,2025-02-16,C1143,Male,55+,Paid Search,Electronics,Mobile,,4,0.126,0,2,713.09
T100862,2025-05-01,C1105,Male,45-54,Email,Electronics,Desktop,7.8,2,0.026,0,1,204.38
T100863,2025-08-02,C1157,Female,25-34,Social,Beauty,Mobile,9.4,2,0.088,0,3,118.16
T100864,2025-08-27,C1145,Male,25-34,Social,Fashion,Desktop,7.3,1,0.11,0,1,58.18
T100865,2025-02-25,C1001,Male,35-44,Paid Search,Home,Mobile,8.3,5,0.112,0,1,57.75
T100866,2025-12-16,C1076,Female,45-54,Social,Home,Desktop,7.1,2,0.107,0,1,59.8
T100867,2025-04-17,C1131,Male,18-24,Paid Search,Electronics,Mobile,9.7,4,0.092,0,1,153.88
T100868,2025-11-15,C1089,Female,35-44,Organic Search,Home,Mobile,10.9,2,0.086,0,2,156.84
T100869,2025-02-17,C1262,Male,35-44,Referral,Electronics,Mobile,7.0,5,0.109,0,3,252.44
T100870,2025-03-02,C1107,Female,25-34,Social,Fashion,Tablet,6.9,2,0.092,0,1,97.89
T100871,2025-12-03,C1073,Male,35-44,Social,Fitness,Tablet,7.3,3,0.093,0,1,120.1
T100872,2025-01-26,C1038,Female,55+,Email,Fashion,Mobile,6.2,4,0.083,1,1,98.79
T100873,2025-10-19,C1158,Male,18-24,Email,Fashion,Tablet,5.5,4,0.07,1,1,69.41
T100874,2025-09-14,C1070,Male,25-34,Referral,Beauty,Desktop,9.1,4,0.042,0,1,64.3
T100875,2025-01-08,C1311,Male,25-34,Paid Search,Beauty,Desktop,5.5,2,0.047,0,2,76.86
T100876,2025-04-23,C1240,Male,45-54,Paid Search,Electronics,Mobile,5.4,4,0.071,0,3,441.01
T100877,2025-12-21,C1297,Male,55+,Social,Beauty,Desktop,8.7,1,0.078,1,1,55.57
T100878,2025-09-10,C1035,Female,25-34,Social,Fashion,Mobile,8.9,4,0.053,0,1,78.51
T100879,2025-06-29,C1083,Female,45-54,Referral,Electronics,Desktop,12.3,5,0.051,0,1,95.45
T100880,2025-07-26,C1262,Non-binary,35-44,Paid Search,Fashion,Desktop,9.5,0,0.071,1,1,91.88
T100881,2025-10-30,C1309,Female,35-44,Referral,Home,Desktop,8.6,3,0.109,0,1,87.25
T100882,2025-05-07,C1171,Male,25-34,Email,Fashion,Desktop,8.9,1,0.018,0,1,64.17
T100883,2025-02-25,C1172,,25-34,Email,Fashion,Mobile,6.1,2,0.054,0,1,49.65
T100884,2025-08-02,C1046,Female,25-34,Organic Search,Fitness,Mobile,7.9,4,0.087,0,1,80.24
T100885,2025-01-14,C1140,Male,35-44,Email,Fitness,Mobile,8.0,0,0.121,0,1,105.74
T100886,2025-01-28,C1117,Male,18-24,Paid Search,Home,Mobile,5.1,2,0.147,1,1,111.15
T100887,2025-03-19,C1276,Male,55+,,Fashion,Desktop,6.4,1,0.072,0,1,63.1
T100888,2025-08-04,C1213,Female,18-24,Paid Search,Fashion,Desktop,8.9,3,0.071,1,3,254.98
T100889,2025-12-31,C1219,Female,25-34,Email,Fashion,Desktop,6.5,4,0.078,0,2,125.9
T100890,2025-06-03,C1025,Male,35-44,Paid Search,Fitness,Mobile,8.0,0,0.089,0,2,154.33
T100891,2025-01-14,C1008,Male,35-44,Paid Search,Fitness,Mobile,8.7,3,0.081,0,1,99.48
T100892,2025-07-06,C1270,Male,18-24,Organic Search,Fashion,Mobile,8.6,2,0.085,0,1,61.72
T100893,2025-11-08,C1009,Male,25-34,Social,Beauty,Mobile,10.8,2,0.042,0,1,72.21
T100894,2025-01-07,C1120,Female,55+,Social,Fashion,Mobile,5.0,3,0.032,0,1,51.69
T100895,2025-01-03,C1124,Male,25-34,Paid Search,Beauty,Desktop,10.6,3,0.103,1,2,95.19
T100896,2025-04-21,C1169,Female,25-34,Social,Electronics,Mobile,7.7,2,0.076,0,1,185.95
T100897,2025-08-26,C1071,Non-binary,45-54,Email,Home,Desktop,8.6,0,0.107,0,1,86.15
T100898,2025-12-29,C1151,Male,18-24,Paid Search,Home,Mobile,8.2,1,0.089,0,1,121.76
T100899,2025-08-27,C1207,Male,25-34,Social,Electronics,Desktop,8.1,7,0.039,0,1,73.63
T100900,2025-10-01,C1048,Non-binary,25-34,Paid Search,Electronics,Desktop,4.9,2,0.129,0,4,785.22
T100901,2025-10-21,C1153,Female,25-34,Referral,Beauty,Tablet,8.5,3,0.083,0,1,37.59
T100902,2025-08-15,C1292,Male,25-34,Organic Search,Electronics,Desktop,2.9,1,0.06,0,1,203.13
T100903,2025-01-15,C1067,Female,18-24,Social,Home,Tablet,11.7,1,0.066,0,1,86.02
T100904,2025-07-11,C1049,Male,25-34,Paid Search,Fitness,Desktop,7.5,3,0.046,1,4,418.58
T100905,2025-04-29,C1151,Female,18-24,Paid Search,Fashion,Desktop,9.4,5,0.092,0,1,51.41
T100906,2025-01-28,C1018,Male,45-54,Paid Search,Fitness,Mobile,8.2,1,0.079,0,1,87.41
T100907,2025-07-21,C1099,Male,25-34,Social,Fashion,Mobile,6.6,0,0.143,1,1,132.41
T100908,2025-02-08,C1059,Female,25-34,Organic Search,Fitness,Mobile,5.1,3,0.098,1,2,306.58
T100909,2025-09-30,C1166,Female,45-54,Referral,Home,Desktop,4.7,8,0.141,1,1,117.25
T100910,2025-08-19,C1201,Male,35-44,Paid Search,Fitness,Mobile,8.4,4,0.053,0,1,87.65
T100911,2025-03-27,C1145,Female,18-24,Email,Fitness,Desktop,8.3,5,0.072,1,3,259.12
T100912,2025-05-06,C1163,Female,55+,Paid Search,Home,Tablet,7.9,5,0.109,1,4,445.85
T100913,2025-10-27,C1241,Female,25-34,Organic Search,Electronics,Mobile,6.2,3,0.1,0,1,104.61
T100914,2025-01-25,C1068,Female,18-24,Referral,Fitness,Mobile,7.5,2,0.082,1,2,215.16
T100915,2025-05-25,C1174,Male,45-54,Paid Search,Electronics,Tablet,5.4,4,0.05,0,1,195.83
T100916,2025-01-13,C1048,Male,35-44,,Fitness,Mobile,4.8,2,0.017,1,2,277.6
T100917,2025-07-31,C1107,Female,25-34,Paid Search,Electronics,Desktop,5.8,4,0.075,1,1,237.54
T100918,2025-01-25,C1225,Female,25-34,Organic Search,Beauty,Mobile,5.9,6,0.077,1,1,47.36
T100919,2025-03-09,C1160,Female,35-44,Referral,Beauty,Desktop,10.2,4,0.086,1,3,171.47
T100920,2025-03-08,C1118,Female,25-34,Paid Search,Electronics,Mobile,3.1,4,0.039,0,2,428.19
T100921,2025-08-21,C1148,Female,55+,Paid Search,Home,Desktop,6.4,7,0.056,0,1,105.01
T100922,2025-04-19,C1149,Female,25-34,Referral,Fitness,Mobile,8.1,2,0.094,1,2,264.15
T100923,2025-05-26,C1292,Female,45-54,Referral,Fashion,Mobile,11.5,1,0.1,1,1,108.35
T100924,2025-04-21,C1142,Male,35-44,Organic Search,Fashion,Mobile,5.0,3,0.088,1,2,147.22
T100925,2025-08-16,C1159,Female,45-54,Organic Search,Beauty,Mobile,3.7,6,0.072,1,2,134.23
T100926,2025-04-21,C1010,Male,35-44,Paid Search,Fitness,Tablet,8.3,5,0.046,1,1,117.2
T100927,2025-02-03,C1137,Male,35-44,Organic Search,Home,Desktop,6.9,1,0.111,1,2,161.19
T100928,2025-04-21,C1077,Male,25-34,Social,Home,Mobile,5.9,2,0.104,0,1,133.65
T100929,2025-09-21,C1076,Male,25-34,Social,Electronics,Mobile,7.6,5,0.065,0,1,273.6
T100930,2025-08-24,C1253,Male,25-34,Paid Search,Beauty,Mobile,8.7,8,0.107,1,1,60.04
T100931,2025-03-24,C1257,Male,45-54,,Home,Desktop,8.3,5,0.08,0,1,99.32
T100932,2025-02-11,C1319,Male,45-54,Paid Search,Electronics,Desktop,7.3,4,0.062,0,2,296.25
T100933,2025-04-11,C1290,Male,25-34,Email,Fitness,Mobile,9.8,4,0.11,0,1,78.97
T100934,2025-01-06,C1262,Male,18-24,Email,Fitness,Desktop,7.0,3,0.085,1,1,132.48
T100935,2025-06-29,C1084,Male,25-34,Paid Search,Home,Desktop,6.6,1,0.069,1,2,224.91
T100936,2025-10-09,C1145,Female,35-44,Email,Electronics,Tablet,8.3,4,0.044,1,1,194.69
T100937,2025-11-16,,Female,25-34,Email,Home,Tablet,3.3,1,0.046,0,1,93.95
T100938,2025-08-14,C1041,Female,45-54,Organic Search,Home,Desktop,8.0,2,0.107,1,1,106.26
T100939,2025-11-11,C1124,Male,55+,Email,Fitness,Desktop,5.7,4,0.096,1,2,216.97
T100940,2025-12-31,C1166,Male,25-34,Email,Home,Mobile,3.2,1,0.047,0,1,47.0
T100941,2025-08-17,C1240,Non-binary,25-34,Paid Search,Fitness,Desktop,7.6,5,0.046,0,1,147.02
T100942,2025-10-16,C1279,Male,25-34,Paid Search,Fashion,Mobile,5.4,3,0.145,0,1,73.76
T100943,2025-05-30,C1187,Male,25-34,Organic Search,Electronics,Mobile,2.5,4,0.096,1,2,610.92
T100944,2025-10-04,C1301,Female,25-34,Email,Fashion,Mobile,4.3,2,0.118,1,1,61.18
T100945,2025-07-17,C1018,Male,18-24,Social,Home,Desktop,10.7,3,0.127,0,3,155.92
T100946,2025-03-11,C1067,Male,45-54,Referral,Electronics,Mobile,5.1,2,0.054,1,1,204.54
T100947,2025-04-22,C1217,,25-34,Social,Home,Mobile,7.3,3,0.134,0,3,309.84
T100948,2025-01-04,C1101,Female,25-34,Organic Search,Electronics,Mobile,3.8,4,0.05,0,1,155.41
T100949,2025-12-16,C1041,Male,55+,Referral,Electronics,Mobile,11.8,1,0.104,0,1,140.58
T100950,2025-11-27,C1287,Male,45-54,Social,Home,Mobile,6.7,2,0.079,0,3,275.87
T100951,2025-11-14,C1166,Male,18-24,Email,Fashion,Desktop,4.8,4,0.104,0,1,70.4
T100952,2025-12-16,C1108,Male,35-44,Paid Search,Fashion,Desktop,8.7,3,0.076,0,1,84.65
T100953,2025-04-05,C1035,Male,25-34,Referral,Fitness,Mobile,11.6,1,0.098,0,1,113.21
T100954,2025-06-01,C1231,Female,45-54,Paid Search,Electronics,Desktop,5.5,2,0.123,0,3,746.49
T100955,2025-11-07,C1228,Male,35-44,Email,Fitness,Desktop,4.7,2,0.116,1,1,149.45
T100956,2025-05-17,C1163,Male,35-44,Social,Fitness,Mobile,12.2,0,0.08,0,1,82.07
T100957,2025-09-04,C1072,Male,25-34,,Fashion,Desktop,6.2,3,0.053,0,2,190.61
T100958,2025-08-31,C1135,Male,45-54,,Fashion,Tablet,5.9,5,0.073,1,1,57.83
T100959,2025-01-31,C1069,Female,18-24,Organic Search,Fashion,Mobile,1.1,3,0.095,0,2,158.77
T100960,2025-02-09,C1195,Female,18-24,Email,Home,Mobile,6.4,8,0.102,1,1,159.2
T100961,2025-08-17,C1268,,25-34,Social,Fitness,Tablet,3.1,3,0.114,1,2,222.15
T100962,2025-02-05,C1048,Male,18-24,Paid Search,Electronics,Desktop,5.1,0,0.06,0,1,221.97
T100963,2025-08-11,C1315,Male,25-34,Paid Search,Fashion,Mobile,1.5,4,0.054,1,1,75.6
T100964,2025-01-06,C1129,Female,45-54,Social,Electronics,Mobile,9.6,4,0.051,1,1,227.56
T100965,2025-11-18,C1004,Male,55+,Organic Search,Electronics,Mobile,2.8,4,0.076,1,1,101.43
T100966,2025-08-08,C1026,Male,25-34,Social,Electronics,Desktop,1.6,3,0.088,1,1,208.79
T100967,2025-03-16,C1159,Non-binary,25-34,Paid Search,Fashion,Mobile,4.2,1,0.093,0,1,89.79
T100968,2025-01-04,C1148,Female,25-34,Paid Search,Home,Mobile,9.6,3,0.04,1,1,145.57
T100969,2025-12-01,C1263,Male,25-34,Organic Search,Home,Desktop,,3,0.053,0,1,110.49
T100970,2025-05-14,C1229,Male,18-24,Email,Fashion,Mobile,5.7,5,0.061,0,1,72.92
T100971,2025-04-28,C1199,Female,55+,Paid Search,Fashion,Mobile,7.7,2,0.135,0,1,74.13
T100972,2025-04-04,C1049,Male,25-34,Email,Home,Mobile,6.1,6,0.071,0,1,57.96
T100973,2025-03-03,C1066,Male,25-34,Social,Electronics,Desktop,9.6,6,0.038,0,1,245.11
T100974,2025-07-13,C1299,Non-binary,18-24,Referral,Fashion,Mobile,5.9,5,0.093,1,1,115.11
T100975,2025-12-01,C1057,Male,45-54,Referral,Fashion,Desktop,5.9,2,0.079,1,1,50.01
T100976,2025-07-22,C1258,Female,35-44,Paid Search,Beauty,Mobile,12.2,3,0.047,0,3,136.61
T100977,2025-01-26,C1129,Female,55+,Paid Search,Fitness,Mobile,6.6,4,0.068,1,2,268.91
T100978,2025-06-22,C1214,Female,45-54,Paid Search,Electronics,Mobile,7.1,3,0.072,1,1,197.38
T100979,2025-10-27,C1171,Female,25-34,Social,Fashion,Mobile,6.0,1,0.078,0,1,71.49
T100980,2025-05-13,C1257,Male,25-34,Email,Fitness,Desktop,0.4,4,0.11,0,2,153.45
T100981,2025-11-22,C1101,Female,35-44,Referral,Beauty,Mobile,8.7,3,0.099,1,1,36.53
T100982,2025-04-28,C1208,Non-binary,25-34,Paid Search,Electronics,Desktop,10.7,3,0.086,1,2,348.79
T100983,2025-11-20,C1290,Non-binary,35-44,Referral,Fashion,Mobile,9.6,1,0.112,1,1,87.87
T100984,2025-10-02,C1285,Male,18-24,Social,Fitness,Tablet,5.1,3,0.07,1,2,256.26
T100985,2025-07-31,C1115,Non-binary,18-24,Social,Electronics,Desktop,6.1,1,0.06,0,1,197.39
T100986,2025-08-13,C1263,Male,35-44,Paid Search,Fitness,Desktop,,2,0.091,0,1,114.61
T100987,2025-01-20,C1149,Male,35-44,Email,Fitness,Mobile,7.3,2,0.089,1,1,121.58
T100988,2025-04-23,C1299,Female,45-54,Paid Search,Beauty,Mobile,8.2,1,0.038,0,4,123.55
T100989,2025-05-20,C1035,Female,18-24,Paid Search,Fitness,Mobile,7.0,2,0.127,1,2,242.81
T100990,2025-02-16,C1286,Male,35-44,Email,Beauty,Tablet,5.6,1,0.051,1,1,60.64
T100991,2025-01-01,C1302,Male,25-34,Organic Search,Fashion,Mobile,6.8,1,0.098,1,1,108.44
T100992,2025-03-31,C1310,Male,18-24,Paid Search,Electronics,Desktop,9.0,4,0.099,1,1,237.4
T100993,2025-05-22,C1207,Male,25-34,Organic Search,Electronics,Desktop,13.8,0,0.005,0,1,141.6
T100994,2025-11-16,C1105,Male,25-34,Organic Search,Electronics,Mobile,5.3,5,0.089,1,1,208.89
T100995,2025-02-07,C1157,Female,25-34,Email,Fitness,Desktop,7.1,2,0.131,1,1,63.04
T100996,2025-10-20,C1120,,25-34,Referral,Fitness,Desktop,5.6,3,0.061,1,3,355.05
T100997,2025-05-19,C1054,Male,25-34,,Fashion,Desktop,,3,0.025,1,2,213.86
T100998,2025-12-22,C1011,Female,18-24,Paid Search,Fitness,Mobile,8.9,1,0.078,0,1,45.03
T100999,2025-11-29,C1144,Male,18-24,Organic Search,Beauty,Mobile,6.0,4,0.096,1,1,78.4
T101000,2025-09-16,C1135,Female,25-34,Social,Fashion,Mobile,1.4,3,0.079,1,3,260.93
T101001,2025-06-10,C1002,Male,18-24,Email,Electronics,Desktop,9.1,1,0.053,0,2,296.71
T101002,2025-06-27,C1143,Male,35-44,Paid Search,Fashion,Desktop,6.8,2,0.051,1,2,165.65
T101003,2025-01-10,C1029,Female,25-34,Organic Search,Home,Mobile,5.6,1,0.033,1,3,219.98
T101004,2025-09-18,C1236,Non-binary,25-34,,Fitness,Tablet,5.1,3,0.026,1,2,233.42
T101005,2025-05-18,C1278,Male,25-34,Organic Search,Fitness,Mobile,7.3,3,0.072,0,1,113.66
T101006,2025-06-21,C1114,Female,35-44,Referral,Fitness,Desktop,4.8,2,0.095,1,1,134.65
T101007,2025-01-13,C1103,Female,45-54,Referral,Electronics,Tablet,5.1,4,0.087,1,3,482.53
T101008,2025-06-17,C1117,Non-binary,45-54,Email,Home,Desktop,3.4,5,0.09,0,1,76.18
T101009,2025-05-10,C1004,Female,35-44,Paid Search,Beauty,Desktop,4.8,0,0.101,0,1,52.41
T101010,2025-03-25,C1247,Female,25-34,Paid Search,Fashion,Mobile,8.1,2,0.121,0,1,67.24
T101011,2025-11-17,,Female,35-44,Paid Search,Home,Mobile,3.0,3,0.083,1,2,212.37
T101012,2025-11-15,C1120,Female,35-44,Paid Search,Fashion,Desktop,9.4,4,0.092,1,4,406.93
T101013,2025-04-11,C1285,Male,25-34,Email,Home,Mobile,3.6,3,0.093,0,1,80.84
T101014,2025-11-25,C1148,Male,25-34,Referral,Beauty,Mobile,6.9,2,0.086,0,1,50.16
T101015,2025-09-30,C1083,Female,25-34,,Fashion,Desktop,7.7,1,0.083,0,2,134.29
T101016,2025-09-22,C1230,Male,55+,Email,Beauty,Mobile,8.6,1,0.085,1,1,46.09
T101017,2025-02-07,C1287,Female,35-44,Paid Search,Fashion,Desktop,8.6,5,0.129,0,1,60.27
T101018,2025-04-04,C1160,Non-binary,35-44,Paid Search,Fitness,Desktop,6.3,6,0.125,0,3,350.21
T101019,2025-04-05,C1271,Non-binary,25-34,Paid Search,Beauty,Desktop,6.1,2,0.031,0,1,39.86
T101020,2025-11-01,C1037,Female,25-34,Organic Search,Electronics,Desktop,8.0,4,0.089,1,1,303.54
T101021,2025-03-10,C1225,Male,18-24,Social,Home,Desktop,7.2,4,0.082,0,1,88.05
T101022,2025-11-14,C1141,Male,25-34,Referral,Home,Desktop,5.6,1,0.12,0,1,135.16
T101023,2025-08-24,C1291,Female,45-54,Social,Fitness,Desktop,7.4,5,0.081,1,3,347.68
T101024,2025-11-30,C1150,Female,35-44,Organic Search,Electronics,Mobile,6.1,4,0.09,0,1,271.99
T101025,2025-05-17,C1113,Female,25-34,Social,Electronics,Desktop,5.0,0,0.063,0,1,236.24
T101026,2025-03-17,C1236,Male,45-54,Paid Search,Electronics,Desktop,5.6,5,0.106,1,1,178.81
T101027,2025-02-04,C1065,Non-binary,25-34,Organic Search,Electronics,Mobile,7.7,4,0.045,0,1,200.74
T101028,2025-01-01,C1257,Male,55+,Organic Search,Home,Mobile,4.2,0,0.073,1,2,227.12
