transaction_id,purchase_date,customer_id,gender,age_group,marketing_channel,product_category,device_type,session_duration_min,email_opens_last_30d,click_through_rate,repeat_customer,quantity,purchase_amount_usd,month,day_name,is_weekend
T100634,2025-07-21,C1003,Female,18-24,Organic Search,Home,Tablet,6.9,3,0.024,0,1,58.63,2025-07,Monday,False
T100635,2025-12-12,C1219,Female,25-34,Referral,Electronics,Mobile,4.2,1,0.068,1,1,167.29,2025-12,Friday,False
T100636,2025-01-19,C1019,Female,35-44,Referral,Fashion,Mobile,7.9,1,0.092,0,3,211.49,2025-01,Sunday,True
T100637,2025-02-08,C1151,Male,35-44,Social,Fashion,Tablet,6.7,4,0.106,1,1,64.29,2025-02,Saturday,True
T100638,2025-05-06,C1049,Female,35-44,Paid Search,Fashion,Mobile,11.1,3,0.072,1,1,92.7,2025-05,Tuesday,False
T100639,2025-06-22,C1176,Male,45-54,Organic Search,Electronics,Desktop,5.1,1,0.027,1,3,758.09,2025-06,Sunday,True
T100640,2025-05-21,C1095,Female,35-44,Social,Home,Mobile,3.4,1,0.119,1,1,85.48,2025-05,Wednesday,False
T100641,2025-08-30,C1104,Female,35-44,Email,Electronics,Mobile,7.2,1,0.108,0,1,124.9,2025-08,Saturday,True
T100642,2025-08-08,C1249,Male,18-24,Paid Search,Electronics,Mobile,9.0,2,0.085,1,2,376.67,2025-08,Friday,False
T100643,2025-05-06,C1116,Female,25-34,Social,Fitness,Mobile,12.3,3,0.068,1,2,237.19,2025-05,Tuesday,False
T100644,2025-02-27,C1227,,25-34,Social,Fashion,Mobile,15.0,1,0.1,1,3,197.11,2025-02,Thursday,False
T100645,2025-05-28,C1065,Male,25-34,Paid Search,Fashion,Desktop,2.6,2,0.068,1,3,189.75,2025-05,Wednesday,False
T100646,2025-11-13,C1261,Female,35-44,Social,Fitness,Mobile,6.2,2,0.108,0,1,92.43,2025-11,Thursday,False
T100647,2025-12-27,C1294,Male,25-34,Email,Electronics,Desktop,3.4,4,0.136,1,1,255.42,2025-12,Saturday,True
T100648,2025-01-01,C1242,Female,25-34,Paid Search,Electronics,Mobile,5.9,2,0.067,1,1,112.9,2025-01,Wednesday,False
T100649,2025-12-14,C1185,Female,25-34,Social,Home,Mobile,12.7,3,0.105,0,2,260.36,2025-12,Sunday,True
T100650,2025-07-09,C1245,,55+,Paid Search,Fashion,Desktop,4.5,4,0.062,1,1,56.86,2025-07,Wednesday,False
T100651,2025-07-10,C1124,Male,55+,Email,Fashion,Mobile,6.4,4,0.113,1,2,142.22,2025-07,Thursday,False
T100652,2025-11-08,C1267,,35-44,Referral,Home,Desktop,5.0,1,0.075,0,1,126.37,2025-11,Saturday,True
T100653,2025-04-27,C1130,Male,55+,Email,Home,Tablet,4.0,4,0.125,0,1,103.07,2025-04,Sunday,True
T100654,2025-05-14,C1236,Male,45-54,Paid Search,Electronics,Desktop,11.0,2,0.074,1,1,250.21,2025-05,Wednesday,False
T100655,2025-02-27,C1017,Female,35-44,Referral,Electronics,Mobile,2.7,4,0.055,0,1,114.05,2025-02,Thursday,False
T100656,2025-02-13,C1039,Female,18-24,Social,Home,Desktop,6.3,8,0.072,0,1,57.7,2025-02,Thursday,False
T100657,2025-06-22,C1020,Male,45-54,Unknown,Electronics,Desktop,6.7,4,0.075,0,1,274.91,2025-06,Sunday,True
T100658,2025-06-09,C1224,Female,35-44,Referral,Home,Desktop,6.4,1,0.089,0,1,109.79,2025-06,Monday,False
T100659,2025-06-22,C1281,Male,35-44,Email,Fashion,Mobile,5.7,5,0.072,1,1,91.65,2025-06,Sunday,True
T100660,2025-11-13,C1007,Male,45-54,Social,Beauty,Mobile,10.5,4,0.089,0,2,74.79,2025-11,Thursday,False
T100661,2025-10-30,C1099,Female,35-44,Organic Search,Electronics,Mobile,1.2,1,0.09,1,2,252.19,2025-10,Thursday,False
T100662,2025-05-29,C1239,Male,35-44,Social,Electronics,Mobile,7.6,5,0.069,1,1,236.24,2025-05,Thursday,False
T100663,2025-03-21,C1086,Male,55+,Organic Search,Beauty,Mobile,7.7,1,0.092,0,2,35.39,2025-03,Friday,False
T100664,2025-08-01,C1297,Female,25-34,Organic Search,Home,Mobile,7.2,3,0.064,0,1,111.37,2025-08,Friday,False
T100665,2025-07-22,C1013,Male,35-44,Organic Search,Home,Desktop,4.4,4,0.142,1,1,70.75,2025-07,Tuesday,False
T100666,2025-09-09,C1001,Male,25-34,Organic Search,Beauty,Tablet,9.5,5,0.091,0,1,52.24,2025-09,Tuesday,False
T100667,2025-08-17,C1292,Female,35-44,Social,Beauty,Desktop,9.4,2,0.1,0,1,51.31,2025-08,Sunday,True
T100669,2025-08-15,C1040,,18-24,Organic Search,Home,Mobile,3.5,0,0.06,1,1,84.43,2025-08,Friday,False
T100670,2025-05-27,C1317,Female,35-44,Paid Search,Fashion,Tablet,3.0,0,0.107,1,3,179.5,2025-05,Tuesday,False
T100671,2025-01-20,C1315,Male,25-34,Organic Search,Home,Tablet,7.1,7,0.092,1,1,58.26,2025-01,Monday,False
T100672,2025-02-16,C1110,Female,35-44,Social,Electronics,Tablet,6.6,4,0.005,1,1,295.0,2025-02,Sunday,True
T100673,2025-08-21,C1013,Male,25-34,Social,Beauty,Desktop,6.5,2,0.14,1,3,154.0,2025-08,Thursday,False
T100674,2025-11-01,C1230,Male,45-54,Social,Beauty,Mobile,11.7,4,0.104,1,1,60.99,2025-11,Saturday,True
T100675,2025-01-14,C1083,Female,18-24,Referral,Fashion,Desktop,5.3,2,0.071,0,1,74.49,2025-01,Tuesday,False
T100676,2025-05-23,C1129,Female,35-44,Social,Fitness,Mobile,7.0,2,0.1,0,1,106.37,2025-05,Friday,False
T100677,2025-01-01,C1230,Male,25-34,Organic Search,Fashion,Mobile,6.0,1,0.095,1,1,79.24,2025-01,Wednesday,False
T100678,2025-02-23,C1144,Male,45-54,Social,Fashion,Desktop,11.4,7,0.097,1,1,100.05,2025-02,Sunday,True
T100679,2025-09-16,C1027,Male,55+,Referral,Fitness,Mobile,1.5,3,0.056,0,1,77.09,2025-09,Tuesday,False
T100680,2025-05-24,C1065,Female,55+,Unknown,Beauty,Mobile,5.7,4,0.084,0,1,43.64,2025-05,Saturday,True
T100681,2025-01-12,C1162,Male,45-54,Social,Beauty,Mobile,8.0,3,0.091,0,1,78.8,2025-01,Sunday,True
T100682,2025-11-26,C1228,Male,45-54,Social,Fashion,Mobile,5.9,2,0.119,1,1,79.07,2025-11,Wednesday,False
T100683,2025-08-12,C1260,Male,25-34,Organic Search,Fashion,Desktop,3.2,2,0.085,1,1,44.39,2025-08,Tuesday,False
T100684,2025-09-29,C1163,Female,25-34,Paid Search,Electronics,Mobile,6.9,4,0.095,1,1,183.48,2025-09,Monday,False
T100685,2025-12-24,C1300,Male,25-34,Paid Search,Fashion,Mobile,2.4,1,0.055,1,1,60.16,2025-12,Wednesday,False
T100686,2025-06-05,C1302,Male,45-54,Referral,Electronics,Mobile,8.2,7,0.084,1,1,208.66,2025-06,Thursday,False
T100687,2025-01-08,C1286,Female,55+,Social,Home,Mobile,5.5,1,0.108,0,1,68.37,2025-01,Wednesday,False
T100688,2025-05-02,C1009,Female,25-34,Organic Search,Electronics,Mobile,5.0,4,0.061,0,1,171.61,2025-05,Friday,False
T100689,2025-12-14,C1194,Female,55+,Referral,Fitness,Desktop,9.1,2,0.07,0,1,93.85,2025-12,Sunday,True
T100690,2025-06-13,C1117,Male,35-44,Organic Search,Fashion,Mobile,4.0,2,0.053,1,1,88.35,2025-06,Friday,False
T100691,2025-03-31,C1269,Male,35-44,Organic Search,Home,Desktop,2.6,7,0.041,0,1,73.27,2025-03,Monday,False
T100692,2025-05-16,C1079,Female,25-34,Social,Electronics,Tablet,6.5,4,0.056,1,1,217.43,2025-05,Friday,False
T100693,2025-07-05,C1092,Male,18-24,Social,Home,Desktop,11.6,4,0.099,1,1,173.33,2025-07,Saturday,True
T100694,2025-11-12,C1265,Male,35-44,Email,Fitness,Mobile,4.0,4,0.075,0,1,70.87,2025-11,Wednesday,False
T100695,2025-06-27,C1256,Female,35-44,Organic Search,Electronics,Mobile,7.4,3,0.056,1,1,119.19,2025-06,Friday,False
T100696,2025-01-28,C1132,Non-binary,25-34,Organic Search,Electronics,Desktop,8.6,6,0.147,1,1,92.81,2025-01,Tuesday,False
T100697,2025-08-08,C1275,Non-binary,35-44,Paid Search,Electronics,Mobile,4.2,1,0.061,0,1,184.44,2025-08,Friday,False
T100698,2025-12-23,C1263,Male,45-54,Organic Search,Beauty,Desktop,4.2,3,0.101,0,1,42.01,2025-12,Tuesday,False
T100699,2025-02-10,C1170,Female,45-54,Paid Search,Electronics,Desktop,7.0,5,0.092,1,3,545.69,2025-02,Monday,False
T100700,2025-08-16,C1000,Male,55+,Email,Fitness,Tablet,7.1,5,0.089,0,2,136.04,2025-08,Saturday,True
T100701,2025-07-11,C1312,Male,25-34,Paid Search,Electronics,Tablet,9.9,4,0.027,0,2,356.99,2025-07,Friday,False
T100702,2025-05-25,C1063,Female,25-34,Email,Fitness,Mobile,4.6,2,0.12,1,2,362.6,2025-05,Sunday,True
T100703,2025-07-20,C1283,Male,45-54,Organic Search,Electronics,Mobile,5.6,3,0.092,1,1,230.22,2025-07,Sunday,True
T100704,2025-07-31,C1120,Male,25-34,Referral,Beauty,Tablet,13.6,2,0.11,0,1,44.92,2025-07,Thursday,False
T100705,2025-08-08,C1106,Male,18-24,Social,Home,Mobile,2.0,1,0.116,1,1,128.31,2025-08,Friday,False
T100706,2025-08-28,C1174,Female,25-34,Paid Search,Fitness,Mobile,1.5,0,0.133,1,1,164.25,2025-08,Thursday,False
T100707,2025-02-15,C1203,Male,25-34,Email,Fashion,Desktop,3.0,2,0.052,0,1,63.48,2025-02,Saturday,True
T100708,2025-02-04,C1164,Non-binary,25-34,Email,Fashion,Desktop,9.3,2,0.06,1,2,124.06,2025-02,Tuesday,False
T100709,2025-09-10,C1304,Female,25-34,Organic Search,Beauty,Desktop,5.4,3,0.065,0,2,80.85,2025-09,Wednesday,False
T100710,2025-03-23,C1119,Male,25-34,Email,Beauty,Desktop,5.4,1,0.056,0,1,53.59,2025-03,Sunday,True
T100711,2025-09-13,C1043,Male,18-24,Organic Search,Fashion,Mobile,4.1,3,0.122,1,1,45.28,2025-09,Saturday,True
T100712,2025-07-16,C1311,Female,35-44,Paid Search,Fitness,Tablet,8.8,5,0.052,1,1,131.44,2025-07,Wednesday,False
T100713,2025-10-30,C1155,Female,35-44,Social,Electronics,Desktop,3.1,7,0.071,0,2,129.725,2025-10,Thursday,False
T100714,2025-01-10,C1206,Male,35-44,Paid Search,Fashion,Desktop,5.0,4,0.033,1,2,138.38,2025-01,Friday,False
T100715,2025-11-08,C1107,Male,25-34,Paid Search,Home,Mobile,4.2,6,0.104,1,4,530.72,2025-11,Saturday,True
T100716,2025-10-13,C1250,Male,25-34,Social,Electronics,Mobile,0.3,1,0.078,1,1,260.34,2025-10,Monday,False
T100717,2025-08-30,C1129,Male,35-44,Paid Search,Home,Desktop,5.3,7,0.108,0,1,132.82,2025-08,Saturday,True
T100718,2025-09-08,C1292,,35-44,Email,Electronics,Mobile,6.4,2,0.103,1,1,202.25,2025-09,Monday,False
T100719,2025-12-31,C1019,Female,35-44,Organic Search,Beauty,Mobile,4.6,3,0.033,0,1,42.87,2025-12,Wednesday,False
T100720,2025-01-05,C1281,Female,25-34,Organic Search,Electronics,Desktop,5.8,2,0.088,0,3,677.62,2025-01,Sunday,True
T100721,2025-04-29,C1284,Male,55+,Social,Electronics,Mobile,5.9,5,0.049,1,4,1106.81,2025-04,Tuesday,False
T100722,2025-10-16,C1000,Female,25-34,Paid Search,Electronics,Mobile,6.2,3,0.086,1,1,218.51,2025-10,Thursday,False
T100723,2025-03-06,C1118,Female,25-34,Paid Search,Beauty,Mobile,3.9,3,0.064,1,1,55.25,2025-03,Thursday,False
T100724,2025-05-26,C1034,Female,35-44,Paid Search,Fitness,Mobile,3.7,4,0.137,0,1,113.66,2025-05,Monday,False
T100725,2025-08-12,C1197,Female,35-44,Email,Home,Desktop,6.6,2,0.162,0,2,262.71,2025-08,Tuesday,False
T100726,2025-08-27,C1244,Female,25-34,Referral,Electronics,Mobile,2.8,4,0.075,1,1,175.62,2025-08,Wednesday,False
T100727,2025-06-26,C1058,,25-34,Social,Electronics,Mobile,6.0,5,0.085,0,1,244.38,2025-06,Thursday,False
T100729,2025-12-07,C1160,Male,25-34,Organic Search,Beauty,Tablet,6.4,5,0.033,0,1,41.78,2025-12,Sunday,True
T100730,2025-10-09,C1178,Male,18-24,Email,Home,Desktop,1.9,3,0.094,1,3,271.98,2025-10,Thursday,False
T100731,2025-03-04,C1205,Non-binary,25-34,Referral,Electronics,Mobile,6.9,1,0.081,1,1,182.6,2025-03,Tuesday,False
T100732,2025-08-05,C1011,Female,45-54,Email,Fitness,Mobile,8.5,8,0.095,1,1,121.78,2025-08,Tuesday,False
T100733,2025-12-08,C1275,Male,18-24,Email,Beauty,Desktop,4.5,2,0.058,1,1,26.45,2025-12,Monday,False
T100734,2025-11-11,C1180,Male,55+,Organic Search,Electronics,Mobile,5.8,3,0.091,1,1,179.45,2025-11,Tuesday,False
T100735,2025-10-10,C1241,Male,35-44,Organic Search,Electronics,Desktop,4.3,4,0.006,0,2,338.33,2025-10,Friday,False
T100736,2025-06-26,C1215,Male,55+,Organic Search,Home,Mobile,5.3,7,0.064,0,1,78.25,2025-06,Thursday,False
T100737,2025-04-08,C1250,Male,55+,Email,Fashion,Mobile,4.8,3,0.096,1,1,72.0,2025-04,Tuesday,False
T100738,2025-04-15,C1298,Female,25-34,Paid Search,Fashion,Desktop,7.6,2,0.133,0,2,134.93,2025-04,Tuesday,False
T100739,2025-04-09,C1125,Male,25-34,Organic Search,Fitness,Desktop,10.6,3,0.078,1,1,124.6,2025-04,Wednesday,False
T100740,2025-11-07,C1216,Male,25-34,Email,Fitness,Desktop,6.6,3,0.1,0,1,106.25,2025-11,Friday,False
T100741,2025-01-06,C1305,Male,25-34,Referral,Electronics,Mobile,2.6,3,0.062,0,1,247.45,2025-01,Monday,False
T100742,2025-07-16,C1284,,35-44,Email,Beauty,Mobile,12.8,6,0.095,0,1,46.86,2025-07,Wednesday,False
T100743,2025-12-17,C1184,Female,25-34,Organic Search,Fitness,Mobile,8.0,1,0.067,1,1,87.16,2025-12,Wednesday,False
T100744,2025-05-13,C1038,,25-34,Social,Electronics,Mobile,8.5,4,0.141,1,2,388.12,2025-05,Tuesday,False
T100745,2025-12-24,C1222,Female,25-34,Paid Search,Fashion,Mobile,6.3,4,0.072,1,1,73.64,2025-12,Wednesday,False
T100746,2025-09-16,C1183,Female,55+,Organic Search,Electronics,Mobile,7.1,5,0.077,1,1,212.92,2025-09,Tuesday,False
T100747,2025-01-23,C1177,Female,25-34,Social,Home,Mobile,5.6,0,0.105,0,1,105.44,2025-01,Thursday,False
T100748,2025-02-22,C1293,Female,18-24,Email,Fitness,Tablet,8.8,4,0.097,0,1,116.68,2025-02,Saturday,True
T100749,2025-06-14,C1150,Male,18-24,Referral,Fitness,Desktop,5.3,3,0.071,1,1,130.76,2025-06,Saturday,True
T100750,2025-07-21,C1125,Female,55+,Organic Search,Fitness,Tablet,7.7,2,0.094,1,2,213.27,2025-07,Monday,False
T100751,2025-03-24,C1300,Female,35-44,Paid Search,Electronics,Mobile,8.9,1,0.05,0,1,212.1,2025-03,Monday,False
T100752,2025-05-25,C1307,Non-binary,25-34,Paid Search,Fashion,Tablet,9.6,4,0.089,1,1,87.41,2025-05,Sunday,True
T100753,2025-03-26,C1233,Male,25-34,Paid Search,Beauty,Mobile,9.1,4,0.098,0,1,27.18,2025-03,Wednesday,False
T100754,2025-03-19,C1007,Male,25-34,Social,Beauty,Mobile,3.9,3,0.069,0,1,49.33,2025-03,Wednesday,False
T100755,2025-01-01,C1128,Male,18-24,Social,Fashion,Desktop,10.4,6,0.071,1,2,169.74,2025-01,Wednesday,False
T100756,2025-02-20,C1263,Male,55+,Social,Fitness,Mobile,8.2,4,0.063,0,1,122.66,2025-02,Thursday,False
T100757,2025-06-22,C1156,Female,45-54,Referral,Electronics,Mobile,7.3,0,0.039,0,1,98.95,2025-06,Sunday,True
T100758,2025-07-24,C1004,Female,25-34,Unknown,Fitness,Mobile,7.6,1,0.094,0,3,278.71,2025-07,Thursday,False
T100759,2025-09-17,C1085,Male,45-54,Organic Search,Electronics,Mobile,6.1,1,0.068,0,1,184.23,2025-09,Wednesday,False
T100760,2025-10-15,C1174,Female,25-34,Paid Search,Electronics,Desktop,5.3,5,0.099,1,1,134.59,2025-10,Wednesday,False
T100761,2025-02-03,C1289,Male,35-44,Organic Search,Home,Desktop,5.6,3,0.077,1,1,93.39,2025-02,Monday,False
T100762,2025-12-14,C1192,Female,45-54,Email,Fashion,Desktop,9.7,1,0.1,1,4,504.01,2025-12,Sunday,True
T100763,2025-04-05,C1310,Female,25-34,Social,Electronics,Mobile,6.7,6,0.031,1,4,1388.26,2025-04,Saturday,True
T100764,2025-03-13,C1118,Male,45-54,Paid Search,Fitness,Desktop,7.2,6,0.048,0,1,115.53,2025-03,Thursday,False
T100765,2025-02-08,C1217,Male,25-34,Email,Electronics,Mobile,6.7,4,0.057,0,1,213.02,2025-02,Saturday,True
T100766,2025-06-03,C1113,Male,25-34,Email,Fitness,Mobile,4.8,2,0.118,0,3,364.1,2025-06,Tuesday,False
T100767,2025-09-07,C1144,Male,18-24,Paid Search,Beauty,Tablet,1.1,1,0.094,0,1,56.66,2025-09,Sunday,True
T100768,2025-06-11,C1025,Female,25-34,Organic Search,Fitness,Mobile,8.4,4,0.074,0,1,84.88,2025-06,Wednesday,False
T100769,2025-04-28,C1135,Female,35-44,Organic Search,Electronics,Desktop,8.2,1,0.068,1,2,379.72,2025-04,Monday,False
T100770,2025-09-16,C1302,Male,55+,Organic Search,Fitness,Mobile,6.5,4,0.1,1,1,102.46,2025-09,Tuesday,False
T100771,2025-11-02,C1231,Male,35-44,Organic Search,Fashion,Desktop,3.8,1,0.064,0,1,63.5,2025-11,Sunday,True
T100772,2025-09-25,C1075,Female,45-54,Social,Fitness,Desktop,11.1,3,0.104,1,2,198.25,2025-09,Thursday,False
T100773,2025-02-23,C1301,Male,45-54,Email,Beauty,Mobile,5.6,1,0.076,0,1,56.43,2025-02,Sunday,True
T100774,2025-08-24,C1288,Female,25-34,Email,Fashion,Mobile,7.1,1,0.121,1,1,113.65,2025-08,Sunday,True
T100775,2025-08-10,C1000,Male,25-34,Organic Search,Electronics,Desktop,4.7,4,0.054,1,1,235.51,2025-08,Sunday,True
T100776,2025-09-08,C1146,Female,18-24,Organic Search,Fitness,Mobile,3.1,1,0.078,0,1,124.02,2025-09,Monday,False
T100777,2025-11-09,C1286,Male,35-44,Email,Fashion,Mobile,8.0,7,0.054,0,1,94.41,2025-11,Sunday,True
T100778,2025-04-22,C1141,Male,55+,Paid Search,Electronics,Desktop,2.7,6,0.131,1,1,232.45,2025-04,Tuesday,False
T100779,2025-09-12,C1052,Female,18-24,Email,Home,Mobile,7.1,1,0.083,1,1,75.95,2025-09,Friday,False
T100780,2025-10-30,C1303,Male,35-44,Organic Search,Electronics,Desktop,7.1,2,0.052,1,3,845.33,2025-10,Thursday,False
T100781,2025-07-26,C1068,Female,35-44,Paid Search,Beauty,Mobile,3.7,2,0.055,1,1,129.725,2025-07,Saturday,True
T100782,2025-08-17,C1089,Female,35-44,Organic Search,Fitness,Mobile,3.3,2,0.097,1,2,232.73,2025-08,Sunday,True
T100783,2025-12-07,C1219,Female,25-34,Social,Home,Desktop,4.6,1,0.027,0,2,178.13,2025-12,Sunday,True
T100784,2025-03-07,C1191,Female,25-34,Paid Search,Home,Mobile,4.9,2,0.077,0,2,158.39,2025-03,Friday,False
T100785,2025-03-16,C1062,Female,18-24,Referral,Electronics,Mobile,2.7,3,0.056,0,1,164.82,2025-03,Sunday,True
T100786,2025-04-13,C1072,Male,25-34,Organic Search,Home,Mobile,3.7,1,0.077,0,2,244.22,2025-04,Sunday,True
T100787,2025-07-11,C1160,Male,18-24,Organic Search,Electronics,Mobile,6.7,2,0.085,0,1,155.23,2025-07,Friday,False
T100788,2025-09-09,C1168,Male,35-44,Social,Fashion,Mobile,11.5,2,0.079,1,1,83.4,2025-09,Tuesday,False
T100789,2025-08-14,C1088,Female,18-24,Social,Electronics,Mobile,9.0,0,0.074,1,1,181.65,2025-08,Thursday,False
T100790,2025-10-21,C1175,Female,45-54,Organic Search,Fashion,Mobile,6.9,1,0.087,0,2,160.66,2025-10,Tuesday,False
T100791,2025-11-02,C1268,Female,35-44,Paid Search,Beauty,Mobile,9.3,5,0.134,1,1,62.25,2025-11,Sunday,True
T100792,2025-04-08,C1072,Female,35-44,Email,Home,Desktop,9.4,3,0.12,0,1,72.96,2025-04,Tuesday,False
T100793,2025-12-04,C1244,Male,25-34,Email,Fitness,Desktop,5.7,2,0.072,0,2,188.58,2025-12,Thursday,False
T100794,2025-10-13,C1076,Female,35-44,Paid Search,Beauty,Mobile,7.1,5,0.104,1,3,91.72,2025-10,Monday,False
T100795,2025-12-01,C1158,Male,55+,Paid Search,Beauty,Desktop,8.9,4,0.102,1,1,61.56,2025-12,Monday,False
T100797,2025-11-04,C1097,Female,25-34,Email,Home,Mobile,9.3,3,0.081,0,1,63.62,2025-11,Tuesday,False
T100798,2025-09-06,C1101,Male,45-54,Social,Electronics,Desktop,3.9,2,0.098,1,1,192.52,2025-09,Saturday,True
T100799,2025-06-15,C1131,Male,18-24,Referral,Electronics,Mobile,9.4,5,0.06,0,1,206.1,2025-06,Sunday,True
T100800,2025-12-01,C1101,Male,18-24,Referral,Electronics,Desktop,11.1,5,0.075,0,1,85.72,2025-12,Monday,False
T100801,2025-01-30,C1018,Male,25-34,Organic Search,Electronics,Mobile,10.2,1,0.076,1,1,171.17,2025-01,Thursday,False
T100802,2025-09-04,C1081,Male,18-24,Social,Electronics,Mobile,3.8,4,0.074,0,3,403.98,2025-09,Thursday,False
T100803,2025-04-16,C1278,Female,35-44,Referral,Electronics,Desktop,3.2,5,0.073,0,1,195.64,2025-04,Wednesday,False
T100804,2025-02-20,C1128,Female,25-34,Paid Search,Electronics,Mobile,7.7,6,0.095,0,1,248.88,2025-02,Thursday,False
T100805,2025-03-22,C1309,Female,45-54,Paid Search,Electronics,Mobile,10.2,2,0.083,1,2,481.5,2025-03,Saturday,True
T100806,2025-05-13,C1088,Male,45-54,Referral,Fashion,Desktop,7.1,3,0.101,1,1,73.37,2025-05,Tuesday,False
T100807,2025-10-12,C1212,Female,35-44,Organic Search,Electronics,Mobile,5.9,2,0.158,0,1,193.86,2025-10,Sunday,True
T100808,2025-05-18,C1142,Non-binary,35-44,Organic Search,Fitness,Desktop,6.3,8,0.066,0,2,170.11,2025-05,Sunday,True
T100809,2025-07-03,C1064,Male,45-54,Email,Electronics,Desktop,9.1,3,0.089,0,1,165.66,2025-07,Thursday,False
T100810,2025-11-26,C1075,Female,25-34,Email,Fashion,Mobile,5.7,5,0.097,0,1,87.5,2025-11,Wednesday,False
T100811,2025-09-30,C1198,Female,45-54,Social,Electronics,Mobile,7.7,4,0.115,0,1,97.99,2025-09,Tuesday,False
T100812,2025-12-06,C1142,Male,45-54,Organic Search,Fashion,Desktop,6.2,8,0.095,1,1,93.94,2025-12,Saturday,True
T100813,2025-03-10,C1315,Male,45-54,Paid Search,Fitness,Mobile,4.3,3,0.049,0,1,103.23,2025-03,Monday,False
T100814,2025-02-03,C1092,Male,35-44,Email,Electronics,Desktop,4.1,5,0.062,0,2,369.38,2025-02,Monday,False
T100815,2025-09-19,C1304,Female,25-34,Organic Search,Fashion,Mobile,7.8,3,0.086,0,1,81.2,2025-09,Friday,False
T100816,2025-02-22,C1223,Female,25-34,Organic Search,Beauty,Mobile,0.3,5,0.061,0,1,51.66,2025-02,Saturday,True
T100817,2025-07-24,C1290,Female,45-54,Email,Electronics,Mobile,7.7,3,0.038,0,1,162.02,2025-07,Thursday,False
T100818,2025-05-06,C1101,Female,18-24,Referral,Fashion,Desktop,6.1,2,0.058,0,3,179.66,2025-05,Tuesday,False
T100819,2025-08-23,C1266,Male,45-54,Email,Fashion,Mobile,8.9,3,0.058,1,4,513.81,2025-08,Saturday,True
T100820,2025-02-12,C1109,Male,25-34,Paid Search,Beauty,Mobile,8.0,5,0.052,1,1,55.06,2025-02,Wednesday,False
T100821,2025-08-28,C1264,Male,18-24,Social,Home,Mobile,6.6,2,0.158,0,2,277.62,2025-08,Thursday,False
T100822,2025-04-21,C1002,Male,18-24,Paid Search,Fashion,Mobile,3.8,3,0.091,1,2,147.11,2025-04,Monday,False
T100823,2025-09-06,C1084,Male,18-24,Social,Fitness,Mobile,4.0,1,0.085,0,1,104.07,2025-09,Saturday,True
T100824,2025-05-31,C1281,Male,35-44,Social,Fashion,Mobile,4.9,5,0.11,0,1,98.1,2025-05,Saturday,True
T100825,2025-07-02,C1303,Female,25-34,Social,Fitness,Mobile,8.7,1,0.136,1,1,116.44,2025-07,Wednesday,False
T100826,2025-12-02,C1116,Non-binary,55+,Email,Electronics,Mobile,10.9,3,0.094,0,2,410.4,2025-12,Tuesday,False
T100827,2025-04-05,C1220,Female,35-44,Email,Fashion,Mobile,7.3,2,0.113,1,2,237.07,2025-04,Saturday,True
T100828,2025-01-08,C1153,Non-binary,18-24,Paid Search,Electronics,Desktop,5.0,5,0.067,1,2,458.79,2025-01,Wednesday,False
T100829,2025-12-26,C1152,Male,35-44,Organic Search,Electronics,Desktop,5.3,6,0.055,1,1,249.28,2025-12,Friday,False
T100830,2025-07-03,C1011,Female,45-54,Social,Beauty,Mobile,5.4,1,0.109,1,1,56.71,2025-07,Thursday,False
T100831,2025-10-08,C1132,Male,45-54,Social,Beauty,Mobile,9.1,6,0.109,0,2,101.57,2025-10,Wednesday,False
T100832,2025-07-14,C1303,Male,18-24,Social,Electronics,Mobile,5.4,3,0.106,1,2,202.61,2025-07,Monday,False
T100833,2025-12-18,C1292,Male,45-54,Referral,Fashion,Desktop,6.4,4,0.086,1,1,82.41,2025-12,Thursday,False
T100834,2025-07-14,C1299,Male,45-54,Social,Home,Mobile,9.9,2,0.059,1,2,151.73,2025-07,Monday,False
T100835,2025-06-04,C1227,Non-binary,18-24,Paid Search,Home,Mobile,5.1,4,0.068,0,1,104.74,2025-06,Wednesday,False
T100836,2025-04-03,C1270,Female,18-24,Paid Search,Fashion,Desktop,7.9,3,0.117,1,2,78.07,2025-04,Thursday,False
T100837,2025-06-09,C1042,Female,35-44,Social,Home,Mobile,8.8,2,0.064,0,1,121.47,2025-06,Monday,False
T100838,2025-03-02,C1301,Non-binary,18-24,Email,Electronics,Mobile,6.7,3,0.088,1,1,192.63,2025-03,Sunday,True
T100839,2025-05-02,C1020,Male,45-54,Email,Electronics,Mobile,11.4,2,0.059,0,2,273.37,2025-05,Friday,False
T100840,2025-02-20,C1106,Female,25-34,Organic Search,Fashion,Desktop,10.7,4,0.076,1,1,91.31,2025-02,Thursday,False
T100841,2025-10-04,C1302,Female,55+,Social,Electronics,Mobile,7.2,0,0.05,0,2,389.92,2025-10,Saturday,True
T100842,2025-01-05,C1116,Male,35-44,Email,Home,Desktop,4.5,1,0.08,0,1,139.56,2025-01,Sunday,True
T100843,2025-04-02,C1123,Non-binary,25-34,Social,Beauty,Desktop,4.6,2,0.068,0,2,103.99,2025-04,Wednesday,False
T100844,2025-06-19,C1280,Male,18-24,Social,Beauty,Mobile,7.0,1,0.031,0,3,106.51,2025-06,Thursday,False
T100845,2025-11-13,C1291,Male,35-44,Organic Search,Electronics,Mobile,3.8,3,0.102,0,1,221.28,2025-11,Thursday,False
